CustomerId,ArticleId,OrderId,Timestamp
1013,100040,1000,1663061749
1013,100095,1000,1663061749
1013,100030,1000,1663061749
1013,100050,1000,1663061749
1013,100055,1000,1663061749
1013,100055,1000,1663061749
1083,100030,1001,1654941473
1083,100003,1001,1654941473
1083,100059,1001,1654941473
1083,100058,1001,1654941473
1083,100002,1001,1654941473
1083,100089,1001,1654941473
1083,100043,1001,1654941473
1083,100094,1001,1654941473
1083,100072,1001,1654941473
1083,100081,1001,1654941473
1083,100004,1001,1654941473
1083,100052,1001,1654941473
1083,100005,1001,1654941473
1083,100007,1001,1654941473
1083,100068,1001,1654941473
1083,100057,1001,1654941473
1083,100030,1001,1654941473
1006,100017,1002,1670855466
1006,100044,1002,1670855466
1006,100007,1002,1670855466
1006,100017,1002,1670855466
1006,100091,1002,1670855466
1006,100037,1002,1670855466
1006,100040,1002,1670855466
1006,100017,1002,1670855466
1030,100056,1003,1666126253
1030,100084,1003,1666126253
1030,100045,1003,1666126253
1030,100081,1003,1666126253
1030,100057,1003,1666126253
1030,100091,1003,1666126253
1030,100040,1003,1666126253
1030,100035,1003,1666126253
1030,100060,1003,1666126253
1030,100087,1003,1666126253
1030,100059,1003,1666126253
1030,100072,1003,1666126253
1030,100049,1003,1666126253
1003,100027,1004,1652763363
1003,100064,1004,1652763363
1003,100086,1004,1652763363
1003,100020,1004,1652763363
1003,100076,1004,1652763363
1003,100002,1004,1652763363
1003,100055,1004,1652763363
1009,100090,1005,1663572691
1009,100099,1005,1663572691
1009,100012,1005,1663572691
1009,100005,1005,1663572691
1090,100058,1006,1643933085
1090,100037,1006,1643933085
1090,100013,1006,1643933085
1090,100046,1006,1643933085
1090,100006,1006,1643933085
1090,100039,1006,1643933085
1090,100094,1006,1643933085
1090,100068,1006,1643933085
1090,100000,1006,1643933085
1090,100077,1006,1643933085
1090,100040,1006,1643933085
1090,100069,1006,1643933085
1090,100073,1006,1643933085
1020,100089,1007,1667205001
1020,100045,1007,1667205001
1020,100042,1007,1667205001
1020,100013,1007,1667205001
1020,100053,1007,1667205001
1020,100059,1007,1667205001
1020,100077,1007,1667205001
1020,100034,1007,1667205001
1020,100087,1007,1667205001
1075,100090,1008,1656679250
1075,100043,1008,1656679250
1075,100031,1008,1656679250
1075,100000,1008,1656679250
1075,100057,1008,1656679250
1075,100010,1008,1656679250
1075,100018,1008,1656679250
1075,100034,1008,1656679250
1075,100081,1008,1656679250
1075,100077,1008,1656679250
1075,100000,1008,1656679250
1075,100060,1008,1656679250
1075,100051,1008,1656679250
1074,100087,1009,1660325619
1074,100037,1009,1660325619
1074,100088,1009,1660325619
1074,100043,1009,1660325619
1074,100084,1009,1660325619
1074,100089,1009,1660325619
1074,100043,1009,1660325619
1074,100081,1009,1660325619
1074,100039,1009,1660325619
1074,100096,1009,1660325619
1074,100040,1009,1660325619
1074,100089,1009,1660325619
1074,100082,1009,1660325619
1074,100089,1009,1660325619
1074,100047,1009,1660325619
1074,100075,1009,1660325619
1074,100083,1009,1660325619
1074,100025,1009,1660325619
1082,100095,1010,1655650537
1082,100011,1010,1655650537
1082,100041,1010,1655650537
1082,100036,1010,1655650537
1082,100033,1010,1655650537
1082,100089,1010,1655650537
1082,100067,1010,1655650537
1082,100078,1010,1655650537
1082,100069,1010,1655650537
1082,100019,1010,1655650537
1082,100024,1010,1655650537
1082,100089,1010,1655650537
1082,100019,1010,1655650537
1082,100059,1010,1655650537
1093,100078,1011,1653469912
1093,100074,1011,1653469912
1093,100044,1011,1653469912
1093,100097,1011,1653469912
1093,100033,1011,1653469912
1093,100093,1011,1653469912
1093,100093,1011,1653469912
1093,100094,1011,1653469912
1042,100041,1012,1644617517
1042,100071,1012,1644617517
1042,100049,1012,1644617517
1042,100095,1012,1644617517
1042,100087,1012,1644617517
1042,100033,1012,1644617517
1042,100047,1012,1644617517
1042,100032,1012,1644617517
1042,100063,1012,1644617517
1042,100076,1012,1644617517
1042,100037,1012,1644617517
1042,100090,1012,1644617517
1042,100066,1012,1644617517
1042,100002,1012,1644617517
1042,100004,1012,1644617517
1042,100025,1012,1644617517
1042,100026,1012,1644617517
1042,100050,1012,1644617517
1042,100071,1012,1644617517
1042,100026,1012,1644617517
1018,100044,1013,1668100721
1018,100083,1013,1668100721
1018,100028,1013,1668100721
1018,100067,1013,1668100721
1018,100095,1013,1668100721
1018,100010,1013,1668100721
1018,100042,1013,1668100721
1018,100031,1013,1668100721
1031,100026,1014,1670174958
1031,100030,1014,1670174958
1031,100091,1014,1670174958
1031,100034,1014,1670174958
1031,100026,1014,1670174958
1031,100042,1014,1670174958
1031,100022,1014,1670174958
1031,100071,1014,1670174958
1031,100036,1014,1670174958
1031,100070,1014,1670174958
1031,100098,1014,1670174958
1031,100004,1014,1670174958
1031,100001,1014,1670174958
1013,100008,1015,1666763975
1032,100050,1016,1647349988
1032,100011,1016,1647349988
1032,100085,1016,1647349988
1032,100069,1016,1647349988
1032,100043,1016,1647349988
1032,100044,1016,1647349988
1032,100057,1016,1647349988
1032,100086,1016,1647349988
1032,100047,1016,1647349988
1032,100074,1016,1647349988
1032,100057,1016,1647349988
1032,100031,1016,1647349988
1032,100039,1016,1647349988
1032,100053,1016,1647349988
1032,100015,1016,1647349988
1032,100034,1016,1647349988
1032,100014,1016,1647349988
1032,100033,1016,1647349988
1043,100050,1017,1667277327
1043,100029,1017,1667277327
1043,100090,1017,1667277327
1043,100098,1017,1667277327
1043,100067,1017,1667277327
1043,100037,1017,1667277327
1043,100035,1017,1667277327
1016,100091,1018,1655695794
1016,100099,1018,1655695794
1020,100074,1019,1668326333
1020,100056,1019,1668326333
1020,100010,1019,1668326333
1020,100052,1019,1668326333
1020,100045,1019,1668326333
1036,100064,1020,1668428717
1036,100034,1020,1668428717
1036,100014,1020,1668428717
1036,100052,1020,1668428717
1036,100044,1020,1668428717
1036,100019,1020,1668428717
1036,100037,1020,1668428717
1036,100045,1020,1668428717
1036,100035,1020,1668428717
1036,100028,1020,1668428717
1036,100026,1020,1668428717
1036,100049,1020,1668428717
1036,100026,1020,1668428717
1036,100012,1020,1668428717
1036,100011,1020,1668428717
1036,100006,1020,1668428717
1036,100023,1020,1668428717
1036,100096,1020,1668428717
1036,100092,1020,1668428717
1097,100091,1021,1659141647
1097,100071,1021,1659141647
1097,100035,1021,1659141647
1097,100094,1021,1659141647
1097,100005,1021,1659141647
1097,100079,1021,1659141647
